"TOA5","8552","CR3000","8552","CR3000.Std.26","CPU:2019-10-22_Mobile-PM_Gill-RS232_T-RH_LI75.CR3","47685","slowdata"
"2019-11-21 11:02:00",773,12224.56,2.169567,1.553,2.562,87.7,12.35,12.15
"2019-11-21 11:03:00",774,13533.62,2.1912,0.7765,2.543,84.8,12.38,12.19
"2019-11-21 11:04:00",775,15867.74,2.166566,2.3295,2.789,83.9,12.38,12.22
"2019-11-21 11:05:00",776,13498.85,2.167533,0,2.721,83.5,12.38,12.26
"2019-11-21 11:06:00",777,12115.39,2.155066,0,2.685,83.4,12.37,12.28
"2019-11-21 11:07:00",778,19184.02,2.176333,1.553,2.769,83.4,12.36,12.31
"2019-11-21 11:08:00",779,18854.81,2.174066,0.7765,2.909,83.4,12.37,12.32
"2019-11-21 11:09:00",780,18655.01,2.153533,2.3295,2.925,83.4,12.37,12.33
"2019-11-21 11:10:00",781,"NAN",2.147567,2.3295,2.97,"NAN","NAN",12.35
"2019-11-21 11:11:00",782,11187.91,2.140666,0.7765,2.741,87.2,12.35,12.37
"2019-11-21 11:12:00",783,10321.7,2.1644,1.553,2.881,84.6,12.32,12.39
"2019-11-21 11:13:00",784,"NAN",2.194866,0.7765,2.964,"NAN","NAN",19.34
"2019-11-21 11:14:00",785,"NAN",2.180633,0,2.899,89.6,12.34,12.42
"2019-11-21 11:15:00",786,25146.12,2.197867,1.553,2.876,85.1,12.33,12.44
"2019-11-21 11:16:00",787,21905.31,2.175866,1.553,3.005,84,12.33,12.45
"2019-11-21 11:17:00",788,"NAN",2.124333,1.553,3.187,"NAN",12.29,12.46
"2019-11-21 11:18:00",789,"NAN",2.135867,0.7765,3,88.3,12.32,12.48
"2019-11-21 11:19:00",790,18071.36,2.121433,0.7765,2.985,85,12.29,12.5
"2019-11-21 11:20:00",791,"NAN",2.127967,1.553,3.106,83.9,12.3,12.52
"2019-11-21 11:21:00",792,9880.779,2.111967,0,3.038,83.6,12.3,12.55
"2019-11-21 11:22:00",793,6079.206,1.534533,0,8.71,83.4,12.29,12.58
"2019-11-21 11:23:00",794,4741.693,1.421333,1.553,9.76,83.4,12.3,12.61
"2019-11-21 11:24:00",795,5128.198,1.488533,9.318067,9.52,83.4,12.28,12.64
"2019-11-21 11:25:00",796,5550.869,1.5617,2.3295,9.15,83.4,12.29,12.69
"2019-11-21 11:26:00",797,5981.268,1.642733,5.435533,9.35,83.4,12.3,12.73
"2019-11-21 11:27:00",798,6194.947,1.721133,1.553,9.27,83.4,12.29,12.78
"2019-11-21 11:28:00",799,6485.626,1.794433,4.658999,9.56,83.4,12.28,12.82
"2019-11-21 11:29:00",800,6500.335,1.808133,3.106,9.4,83.4,12.29,12.86
"2019-11-21 11:30:00",801,6465.154,1.8265,0,9.43,83.4,12.28,12.9
"2019-11-21 11:31:00",802,6659.117,1.880933,0,9.4,83.4,12.27,12.92
"2019-11-21 11:32:00",803,6751.521,1.8944,2.3295,9.51,83.4,12.29,12.95
"2019-11-21 11:33:00",804,6926.964,1.947167,0.7765,9.53,83.4,12.29,12.97
"2019-11-21 11:34:00",805,6973.874,1.9502,0.7765,9.53,83.4,12.1,12.99
"2019-11-21 11:35:00",806,6951.063,1.952667,0.7765,9.64,83.4,11.93,13.01
"2019-11-21 11:36:00",807,6961.519,1.981733,0,9.62,83.4,12.13,13.02
"2019-11-21 11:37:00",808,6896.308,1.9974,0,9.56,83.4,12.26,13.02
"2019-11-21 11:38:00",809,6771.333,1.9844,0.7765,9.53,83.4,12.27,13.03
"2019-11-21 11:39:00",810,6848.939,2.014133,0.7765,9.63,83.4,12.3,13.02
"2019-11-21 11:40:00",811,6945.377,1.993667,1.553,9.62,83.4,12.3,13.02
"2019-11-21 11:41:00",812,7038.838,1.986067,0.7765,9.61,83.4,12.31,13.01
"2019-11-21 11:42:00",813,7148.703,1.971167,0,9.57,83.4,12.29,13.01
"2019-11-21 11:43:00",814,7432.514,1.9802,1.553,9.58,83.4,12.29,13
"2019-11-21 11:44:00",815,7454.417,1.995233,0.7765,9.54,83.4,12.29,12.99
"2019-11-21 11:45:00",816,7275.922,1.981067,0.7765,9.52,83.4,12.3,12.99
"2019-11-21 11:46:00",817,7312.993,1.991433,0,9.69,83.4,12.3,12.98
"2019-11-21 11:47:00",818,7229.663,1.9885,0.7765,9.83,83.4,12.28,12.97
"2019-11-21 11:48:00",819,7516.278,2.0246,0,9.67,83.4,12.27,12.96
"2019-11-21 11:49:00",820,7268.8,2.022933,0,9.76,83.4,12.28,12.95
"2019-11-21 11:50:00",821,7338.555,1.854267,0,9.71,83.4,12.28,12.94
"2019-11-21 11:51:00",822,7207.985,1.9824,0,9.98,83.4,12.24,12.93
"2019-11-21 11:52:00",823,7259.208,1.986567,0.7765,9.91,83.4,12.26,12.92
