"TOA5","8552","CR3000","8552","CR3000.Std.26","CPU:2019-10-22_Mobile-PM_Gill-RS232_T-RH_LI75.CR3","47685","OPSData"
"TIMESTAMP","RECORD","no_use","Curr_Sec_InSet","Curr_Sec_Sample","Valid_Sample_RMLogBins","LiveBin_1dC","LiveBin_2dC","LiveBin_3dC","LiveBin_4dC","LiveBin_5dC","LiveBin_6dC","LiveBin_7dC","LiveBin_8dC","LiveBin_9dC","LiveBin_10dC","LiveBin_11dC","LiveBin_12dC","LiveBin_13dC","LiveBin_14dC","LiveBin_15dC","LiveBin_16dC","LiveGreaterBin_16dC","LiveBin_1dN","LiveBin_2dN","LiveBin_3dN","LiveBin_4dN","LiveBin_5dN","LiveBin_6dN","LiveBin_7dN","LiveBin_8dN","LiveBin_9dN","LiveBin_10dN","LiveBin_11dN","LiveBin_12dN","LiveBin_13dN","LiveBin_14dN","LiveBin_15dN","LiveBin_16dN","LiveGreaterBin_16dN","LiveBin_1dNdD","LiveBin_2dNdD","LiveBin_3dNdD","LiveBin_4dNdD","LiveBin_5dNdD","LiveBin_6dNdD","LiveBin_7dNdD","LiveBin_8dNdD","LiveBin_9dNdD","LiveBin_10dNdD","LiveBin_11dNdD","LiveBin_12dNdD","LiveBin_13dNdD","LiveBin_14dNdD","LiveBin_15dNdD","LiveBin_16dNdD","LiveGreaterBin_16dNdD","LiveBin_1dNdlogD","LiveBin_2dNdlogD","LiveBin_3dNdlogD","LiveBin_4dNdlogD","LiveBin_5dNdlogD","LiveBin_6dNdlogD","LiveBin_7dNdlogD","LiveBin_8dNdlogD","LiveBin_9dNdlogD","LiveBin_10dNdlogD","LiveBin_11dNdlogD","LiveBin_12dNdlogD","LiveBin_13dNdlogD","LiveBin_14dNdlogD","LiveBin_15dNdlogD","LiveBin_16dNdlogD","LiveGreaterBin_16dNdlogD","LiveBin_1dM","LiveBin_2dM","LiveBin_3dM","LiveBin_4dM","LiveBin_5dM","LiveBin_6dM","LiveBin_7dM","LiveBin_8dM","LiveBin_9dM","LiveBin_10dM","LiveBin_11dM","LiveBin_12dM","LiveBin_13dM","LiveBin_14dM","LiveBin_15dM","LiveBin_16dM","LiveGreaterBin_16dM","LiveBin_1dMdD","LiveBin_2dMdD","LiveBin_3dMdD","LiveBin_4dMdD","LiveBin_5dMdD","LiveBin_6dMdD","LiveBin_7dMdD","LiveBin_8dMdD","LiveBin_9dMdD","LiveBin_10dMdD","LiveBin_11dMdD","LiveBin_12dMdD","LiveBin_13dMdD","LiveBin_14dMdD","LiveBin_15dMdD","LiveBin_16dMdD","LiveGreaterBin_16dMdD","LiveBin_1dMdlogD","LiveBin_2dMdlogD","LiveBin_3dMdlogD","LiveBin_4dMdlogD","LiveBin_5dMdlogD","LiveBin_6dMdlogD","LiveBin_7dMdlogD","LiveBin_8dMdlogD","LiveBin_9dMdlogD","LiveBin_10dMdlogD","LiveBin_11dMdlogD","LiveBin_12dMdlogD","LiveBin_13dMdlogD"
"TS","RN","#","sec","sec","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","#/cm^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3","ug/m^3"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2019-10-30 14:00:01",19206,"NAN",2083,0,1,26260,608,89,20,4,5,4,1,2,1,3,0,0,0,0,0,0,1575.6,36.48,5.34,1.2,0.24,0.3,0.24,0.06,0.12,0.06,0.18,0,0,0,0,0,0,21291.89,400.879,50.857,10,2.182,1.5,0.8,0.15,0.343,0.133,0.214,0,0,0,0,0,0,16455.29,385.7,60.392,14.462,3.736,3.096,2.106,0.515,1.476,0.696,1.426,0,0,0,0,0,0,31.955,1.427,0.391,0.159,0.052,0.116,0.194,0.108,0.418,0.374,2.399,0,0,0,0,0,0,431.824,15.678,3.728,1.321,0.475,0.58,0.648,0.27,1.194,0.83,2.846,0,0,0,0,0,0,333.732,15.084,4.427,1.911,0.813,1.196,1.706,0.926,5.138,4.334,19.01,0,0
"2019-10-30 14:00:02",19207,"NAN",2084,0,1,26066,616,94,24,12,5,4,1,1,3,0,0,0,0,0,0,0,1563.96,36.96,5.64,1.44,0.72,0.3,0.24,0.06,0.06,0.18,0,0,0,0,0,0,0,21134.6,406.154,53.714,12,6.545,1.5,0.8,0.15,0.171,0.4,0,0,0,0,0,0,0,16333.73,390.775,63.785,17.355,11.208,3.096,2.106,0.515,0.738,2.089,0,0,0,0,0,0,0,31.719,1.445,0.413,0.19,0.157,0.116,0.194,0.108,0.209,1.121,0,0,0,0,0,0,0,428.633,15.884,3.938,1.585,1.425,0.58,0.648,0.27,0.597,2.49,0,0,0,0,0,0,0,331.266,15.283,4.676,2.293,2.44,1.196,1.706,0.926,2.569,13.002,0,0,0
"2019-10-30 14:00:03",19208,"NAN",2085,0,1,26165,631,99,16,6,4,2,4,1,1,1,1,0,0,0,0,0,1569.9,37.86,5.94,0.96,0.36,0.24,0.12,0.24,0.06,0.06,0.06,0.06,0,0,0,0,0,21214.87,416.044,56.571,8,3.273,1.2,0.4,0.6,0.171,0.133,0.071,0.073,0,0,0,0,0,16395.76,400.29,67.178,11.57,5.604,2.477,1.053,2.06,0.738,0.696,0.475,0.63,0,0,0,0,0,31.839,1.481,0.435,0.127,0.078,0.093,0.097,0.432,0.209,0.374,0.8,1.68,0,0,0,0,0,430.261,16.271,4.147,1.057,0.712,0.464,0.324,1.079,0.597,0.83,0.949,2.051,0,0,0,0,0,332.525,15.655,4.925,1.529,1.22,0.957,0.853,3.705,2.569,4.334,6.337,17.651,0
"2019-10-30 14:00:04",19209,"NAN",2086,0,1,26031,687,118,22,8,11,3,6,4,0,2,0,0,0,0,0,0,1561.86,41.22,7.08,1.32,0.48,0.66,0.18,0.36,0.24,0,0.12,0,0,0,0,0,0,21106.22,452.967,67.429,11,4.364,3.3,0.6,0.9,0.686,0,0.142,0,0,0,0,0,0,16311.8,435.815,80.071,15.909,7.472,6.81,1.58,3.09,2.952,0,0.951,0,0,0,0,0,0,31.676,1.612,0.519,0.174,0.104,0.255,0.146,0.647,0.836,0,1.599,0,0,0,0,0,0,428.058,17.715,4.943,1.453,0.95,1.275,0.486,1.619,2.387,0,1.897,0,0,0,0,0,0,330.822,17.044,5.87,2.102,1.627,2.632,1.279,5.558,10.277,0,12.674,0,0
"2019-10-30 14:00:05",19210,"NAN",2087,0,1,26702,660,111,30,8,8,1,1,4,1,0,0,0,0,0,0,0,1602.12,39.6,6.66,1.8,0.48,0.48,0.06,0.06,0.24,0.06,0,0,0,0,0,0,0,21650.27,435.165,63.429,15,4.364,2.4,0.2,0.15,0.686,0.133,0,0,0,0,0,0,0,16732.26,418.687,75.321,21.693,7.472,4.953,0.527,0.515,2.952,0.696,0,0,0,0,0,0,0,32.493,1.549,0.488,0.238,0.104,0.185,0.049,0.108,0.836,0.374,0,0,0,0,0,0,0,439.092,17.019,4.65,1.982,0.95,0.927,0.162,0.27,2.387,0.83,0,0,0,0,0,0,0,339.349,16.374,5.522,2.866,1.627,1.914,0.426,0.926,10.277,4.334,0,0,0
"2019-10-30 14:00:06",19211,"NAN",2088,0,1,26403,637,102,20,8,2,2,1,5,2,0,1,1,0,0,0,0,1584.18,38.22,6.12,1.2,0.48,0.12,0.12,0.06,0.3,0.12,0,0.06,0.06,0,0,0,0,21407.84,420,58.286,10,4.364,0.6,0.4,0.15,0.857,0.267,0,0.073,0.059,0,0,0,0,16544.9,404.097,69.214,14.462,7.472,1.238,1.053,0.515,3.69,1.392,0,0.63,0.63,0,0,0,0,32.129,1.495,0.449,0.159,0.104,0.046,0.097,0.108,1.044,0.747,0,1.68,3.242,0,0,0,0,434.175,16.426,4.273,1.321,0.95,0.232,0.324,0.27,2.984,1.66,0,2.051,3.178,0,0,0,0,335.549,15.804,5.074,1.911,1.627,0.478,0.853,0.926,12.846,8.668,0,17.651,34.056
"2019-10-30 14:00:07",19212,"NAN",2089,0,1,26404,659,108,21,12,7,3,2,5,1,1,0,0,0,0,0,0,1584.24,39.54,6.48,1.26,0.72,0.42,0.18,0.12,0.3,0.06,0.06,0,0,0,0,0,0,21408.65,434.506,61.714,10.5,6.545,2.1,0.6,0.3,0.857,0.133,0.071,0,0,0,0,0,0,16545.53,418.053,73.285,15.185,11.208,4.334,1.58,1.03,3.69,0.696,0.475,0,0,0,0,0,0,32.13,1.546,0.475,0.166,0.157,0.162,0.146,0.216,1.044,0.374,0.8,0,0,0,0,0,0,434.192,16.993,4.524,1.387,1.425,0.811,0.486,0.54,2.984,0.83,0.949,0,0,0,0,0,0,335.562,16.35,5.373,2.006,2.44,1.675,1.279,1.853,12.846,4.334,6.337,0,0
"2019-10-30 14:00:08",19213,"NAN",2090,0,1,14391,600,93,21,4,7,4,0,2,1,2,0,0,0,0,0,0,863.46,36,5.58,1.26,0.24,0.42,0.24,0,0.12,0.06,0.12,0,0,0,0,0,0,11668.38,395.604,53.143,10.5,2.182,2.1,0.8,0,0.343,0.133,0.142,0,0,0,0,0,0,9017.826,380.625,63.107,15.185,3.736,4.334,2.106,0,1.476,0.696,0.951,0,0,0,0,0,0,17.512,1.408,0.409,0.166,0.052,0.162,0.194,0,0.418,0.374,1.599,0,0,0,0,0,0,236.648,15.472,3.896,1.387,0.475,0.811,0.648,0,1.194,0.83,1.897,0,0,0,0,0,0,182.892,14.886,4.626,2.006,0.813,1.675,1.706,0,5.138,4.334,12.674,0,0
